transcript_id,SRR24630900,SRR24630901,SRR24630902,SRR24630917,SRR24630918,SRR24630919,SRR24630920,SRR24630954,SRR24630955
CaT2T07g01775-mRNA,120,128,142,301,306,285,263,189,235
CaT2T05g03450-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g01713-mRNA,10,9,16,14,9,9,10,15,17
CaT2T01g05553-mRNA,90,103,113,172,231,203,173,129,140
CaT2T03g00744-mRNA,18,7,6,35,15,19,25,18,19
CaT2T01g01593-mRNA,9,7,4,3,14,10,4,2,0
CaT2T03g03036-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02572-mRNA,27,19,39,25,43,64,58,9,16
CaT2T01g02138-mRNA,6,4,0,7,0,5,4,3,10
CaT2T03g01578-mRNA,0,18,17,24,28,25,19,16,20
CaT2T10g03016-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g02019-mRNA,131,134,142,158,222,189,248,148,190
CaT2T03g01057-mRNA,25,13,13,24,59,67,47,20,22
CaT2T01g05211-mRNA,3,3,6,0,3,1,0,0,5
CaT2T04g01861-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00856-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02276-mRNA,6,0,8,6,0,5,0,0,0
CaT2T01g02784-mRNA,14,11,16,17,27,16,31,11,4
CaT2T01g02023-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01645-mRNA,401,390,370,415,473,564,599,352,368
CaT2T03g00479-mRNA,126,222,220,381,354,324,221,323,312
CaT2T06g02040-mRNA,3,5,3,3,5,8,8,2,0
CaT2T02g03659-mRNA,40,36,39,24,48,52,44,15,26
CaT2T01g01358-mRNA,0,0,5,0,2,6,4,0,4
CaT2T08g03234-mRNA,45,43,44,47,73,52,74,47,69
CaT2T12g03816-mRNA,35,31,80,69,96,80,111,84,66
CaT2T09g03039-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04808-mRNA,38,27,48,59,53,51,54,42,41
CaT2T11g01724-mRNA,18,15,18,43,23,14,16,67,46
CaT2T10g00992-mRNA,689,787,1077,1726,1435,1214,1142,1406,1323
CaT2T05g01098-mRNA,14,35,28,40,60,33,49,17,20
CaT2T06g03695-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g01839-mRNA,423,502,774,1503,1027,928,741,1223,1208
CaT2T05g00278-mRNA,41,65,80,103,84,93,94,60,74
CaT2T03g02435-mRNA,257,165,203,135,198,299,231,145,118
CaT2T12g01320-mRNA,3,0,0,0,4,0,12,0,5
CaT2T01g02034-mRNA,63,50,60,44,66,48,53,59,39
CaT2T03g02660-mRNA,8,23,16,78,21,33,32,44,33
CaT2T03g01903-mRNA,28,39,39,75,71,28,65,68,55
CaT2T02g01017-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02313-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00743-mRNA,0,0,0,0,0,0,0,0,3
CaT2T02g04184-mRNA,3,3,0,4,5,11,6,22,2
CaT2T06g00743-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02106-mRNA,14,19,13,20,23,17,19,20,2
CaT2T03g04928-mRNA,0,0,0,2,0,0,0,0,0
CaT2T08g01341-mRNA,92,126,99,713,287,191,239,630,624
CaT2T03g02038-mRNA,1218,1216,1590,2910,1232,1611,1098,2444,2148
CaT2T10g01864-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02877-mRNA,235,277,0,278,193,279,0,223,247
CaT2T02g00122-mRNA,0,2,0,0,0,0,0,0,0
CaT2T10g00711-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g03183-mRNA,36,54,54,53,96,61,86,43,71
CaT2T12g00080-mRNA,3,5,5,3,7,5,7,9,3
CaT2T01g00587-mRNA,276,362,304,441,312,427,444,341,361
CaT2T10g00899-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02517-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g02621-mRNA,903,658,1248,1188,1677,1199,1212,855,830
CaT2T01g02164-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g05670-mRNA,36,19,20,19,31,28,25,17,16
CaT2T03g02511-mRNA,0,3,0,0,0,3,0,0,0
CaT2T12g01135-mRNA,14,31,39,0,7,16,7,0,0
CaT2T08g02656-mRNA,49,69,55,110,98,76,127,136,118
CaT2T01g05378-mRNA,0,0,0,5,0,0,0,0,0
CaT2T03g00472-mRNA,210,301,429,391,592,442,364,345,297
CaT2T06g03399-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01678-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g02101-mRNA,216,183,124,203,179,253,248,193,167
CaT2T01g00695-mRNA,20,30,29,24,37,45,34,31,17
CaT2T05g00739-mRNA,115,113,116,40,63,85,82,31,39
CaT2T10g02071-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00470-mRNA,0,0,0,11,3,3,0,0,4
CaT2T07g02042-mRNA,7,3,0,0,3,3,7,3,6
CaT2T10g00599-mRNA,35,40,21,57,59,52,64,23,63
CaT2T02g03590-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g03104-mRNA,71,79,74,1991,221,171,137,256,202
CaT2T06g03719-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01340-mRNA,36,57,73,251,141,75,66,143,167
CaT2T05g01962-mRNA,19,35,32,7518,1348,726,1141,4296,3940
CaT2T05g01432-mRNA,255,288,321,523,609,566,517,428,510
CaT2T01g02489-mRNA,501,640,638,2245,1378,1036,1403,1688,1586
CaT2T02g00957-mRNA,0,0,0,3,0,0,0,0,0
CaT2T07g01629-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g00653-mRNA,0,0,0,0,0,0,0,5,0
CaT2T06g02914-mRNA,9,11,14,33,23,23,6,16,25
CaT2T06g00395-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00642-mRNA,0,0,9,5,29,33,16,0,0
CaT2T12g01884-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01054-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01783-mRNA,532,691,659,310,830,898,1197,347,311
CaT2T12g01557-mRNA,0,0,0,0,0,12,0,9,0
CaT2T11g00357-mRNA,228,266,308,444,512,416,374,363,335
CaT2T02g04232-mRNA,115,157,147,189,193,241,210,154,170
CaT2T11g01839-mRNA,80,86,87,146,168,142,107,77,129
CaT2T01g01587-mRNA,19,24,38,54,56,48,20,50,39
CaT2T01g03335-mRNA,2,6,6,9,2,6,7,10,3
CaT2T01g01284-mRNA,1073,1413,1813,1099,1529,1574,2003,1100,1093
CaT2T03g01638-mRNA,0,0,0,139,3,0,4,7,14
CaT2T11g02284-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g01034-mRNA,31,17,25,43,53,53,23,46,31
CaT2T07g03147-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01746-mRNA,87,115,172,382,348,313,191,228,247
CaT2T06g01321-mRNA,5,0,0,0,0,0,0,0,3
CaT2T01g01421-mRNA,16,48,33,184,275,171,193,361,321
CaT2T01g00969-mRNA,468,321,418,322,541,521,500,284,249
CaT2T10g02222-mRNA,1152,1377,1799,2021,1526,1667,1553,835,859
CaT2T10g00242-mRNA,55,66,68,80,93,84,105,62,59
CaT2T05g01627-mRNA,7,22,0,109,31,45,47,73,60
CaT2T03g00083-mRNA,99,105,125,140,159,189,177,139,147
CaT2T05g02954-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04019-mRNA,36,32,42,49,43,47,34,35,37
CaT2T12g01156-mRNA,76,73,61,73,114,92,85,51,63
CaT2T02g01116-mRNA,0,0,0,0,0,3,3,0,4
CaT2T09g02376-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02492-mRNA,153,204,218,357,330,306,259,247,279
CaT2T10g02546-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02476-mRNA,2,7,6,60,0,0,2,35,30
CaT2T11g02392-mRNA,5,0,0,3,0,0,0,3,0
CaT2T09g00594-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00814-mRNA,195,187,182,28,77,150,91,25,23
CaT2T10g00346-mRNA,93,120,132,69,57,91,49,75,58
CaT2T03g04511-mRNA,3,3,3,0,0,5,8,4,0
CaT2T04g02878-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g02370-mRNA,4,6,0,12,0,6,0,9,0
CaT2T09g01081-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01852-mRNA,188,211,280,592,656,444,534,418,466
CaT2T06g03105-mRNA,4,3,5,0,17,5,3,0,7
CaT2T03g00287-mRNA,610,540,389,829,428,649,547,785,638
CaT2T01g00486-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01429-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01280-mRNA,54,68,90,102,100,93,85,62,83
CaT2T06g03631-mRNA,8,6,4,11,2,2,4,1,3
CaT2T03g05044-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02740-mRNA,27,26,17,32,28,34,21,15,15
CaT2T02g03759-mRNA,128,198,260,299,360,298,259,264,288
CaT2T11g00094-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g04239-mRNA,103,130,139,152,170,135,142,140,159
CaT2T03g02226-mRNA,36,34,47,82,83,86,37,63,46
CaT2T09g01245-mRNA,83,93,100,105,138,139,127,79,67
CaT2T12g01601-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02520-mRNA,13,7,14,30,13,12,12,52,54
CaT2T01g03394-mRNA,269,264,326,377,366,386,301,362,297
CaT2T06g02738-mRNA,0,0,0,0,0,0,3,0,0
CaT2T01g04724-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01733-mRNA,1061,1121,1409,2072,1882,1978,1875,1698,1612
CaT2T08g01864-mRNA,0,18,16,12,12,20,18,12,20
CaT2T01g05286-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01033-mRNA,15,20,19,6,48,37,41,0,0
CaT2T09g00636-mRNA,0,0,3,8,0,0,0,0,4
CaT2T07g03379-mRNA,0,0,1,1,0,0,0,0,1
CaT2T01g02479-mRNA,486,546,619,944,816,795,635,983,918
CaT2T08g01446-mRNA,76,94,126,1691,441,311,255,674,631
CaT2T03g02302-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01742-mRNA,31,28,30,12,19,17,18,23,0
CaT2T10g02731-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01119-mRNA,22,25,45,67,43,55,41,59,54
CaT2T02g01876-mRNA,135,214,154,296,265,283,386,250,189
CaT2T12g02068-mRNA,0,0,0,12,0,0,0,0,0
CaT2T02g02886-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01385-mRNA,4,0,2,14,5,5,6,7,11
CaT2T10g00420-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03813-mRNA,1014,1149,1499,4883,2808,2481,2095,4066,3986
CaT2T06g03236-mRNA,22,10,21,295,94,58,88,207,232
CaT2T01g01564-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02141-mRNA,14,26,45,38,63,52,42,29,25
CaT2T06g02986-mRNA,0,0,4,0,22,23,22,0,0
CaT2T09g02587-mRNA,405,290,445,316,390,491,287,158,171
CaT2T12g03748-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00775-mRNA,0,0,0,6,3,0,0,0,0
CaT2T02g00063-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02174-mRNA,39,25,50,72,20,25,8,32,27
CaT2T03g00718-mRNA,29,27,29,3251,222,128,156,1538,1496
CaT2T10g00617-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g03615-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02217-mRNA,0,5,0,0,3,0,0,0,0
CaT2T08g03094-mRNA,0,4,3,0,0,2,2,0,0
CaT2T02g02359-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01450-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00112-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g03098-mRNA,2,10,13,44,18,3,35,55,48
CaT2T10g02812-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02071-mRNA,82,143,137,35,202,221,217,64,57
CaT2T06g03809-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g02711-mRNA,331,223,307,383,593,475,274,436,394
CaT2T10g02654-mRNA,57,75,101,126,100,55,64,74,86
CaT2T06g00965-mRNA,191,189,242,274,268,338,250,240,235
CaT2T10g00030-mRNA,3,8,0,0,0,4,2,0,0
CaT2T10g01014-mRNA,14,19,18,18,25,18,26,23,11
CaT2T05g02869-mRNA,0,0,2,0,1,3,0,0,0
CaT2T01g04194-mRNA,3,20,6,23,9,13,17,10,16
CaT2T07g00176-mRNA,30,57,92,317,43,22,17,112,102
CaT2T07g01661-mRNA,13,14,24,650,95,81,86,323,276
CaT2T02g01006-mRNA,328,513,454,715,829,789,790,654,574
CaT2T07g02764-mRNA,22,14,32,1722,250,170,148,948,1011
CaT2T10g02581-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01260-mRNA,0,0,0,0,6,0,0,2,0
CaT2T07g02822-mRNA,18,38,56,53,64,58,63,48,67
CaT2T02g00980-mRNA,7596,9047,8027,5384,5332,8907,7585,4565,4384
CaT2T04g03098-mRNA,7,3,8,0,4,0,4,5,0
CaT2T01g05487-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g03113-mRNA,23,9,10,8,16,20,8,6,9
CaT2T12g02734-mRNA,0,0,0,0,0,3,0,0,0
CaT2T05g01325-mRNA,171,189,171,187,266,210,222,248,200
CaT2T06g00618-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g01359-mRNA,632,680,597,501,554,811,693,412,461
CaT2T06g03317-mRNA,36,49,63,40,62,95,56,70,49
CaT2T09g01080-mRNA,38,30,68,41,46,55,71,33,33
CaT2T01g01434-mRNA,0,0,3,5,0,0,0,0,0
CaT2T01g01287-mRNA,358,261,481,741,719,577,460,581,654
CaT2T01g00852-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g01084-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02486-mRNA,42,27,50,61,92,75,51,71,76
CaT2T01g02467-mRNA,130,196,196,382,310,249,225,296,299
CaT2T02g02976-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00860-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g00800-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01018-mRNA,35,43,35,58,83,61,102,41,50
CaT2T10g00105-mRNA,81,82,116,0,132,168,125,38,21
CaT2T04g01858-mRNA,0,0,0,10,0,0,8,6,9
CaT2T06g03760-mRNA,202,196,314,275,237,272,143,242,248
CaT2T08g01371-mRNA,176,191,274,247,205,230,159,363,326
CaT2T03g04035-mRNA,169,168,201,231,274,265,258,171,199
CaT2T12g01866-mRNA,48,22,33,71,53,51,31,46,36
CaT2T04g01370-mRNA,2,0,0,0,0,0,0,0,0
CaT2T08g00684-mRNA,34,31,49,65,49,50,35,41,46
CaT2T12g01416-mRNA,7,6,3,0,2,8,8,0,0
CaT2T10g00327-mRNA,11,7,4,3,2,2,4,3,7
CaT2T01g04761-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02790-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g02065-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02008-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01720-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g05001-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01201-mRNA,0,0,0,0,9,8,0,5,0
CaT2T11g02307-mRNA,2,3,3,0,2,3,3,0,0
CaT2T02g00313-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02769-mRNA,39,36,27,75,79,67,77,20,38
CaT2T08g00626-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04236-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00300-mRNA,15,12,9,0,21,14,14,1,0
CaT2T04g01202-mRNA,0,5,0,114,9,12,12,70,47
CaT2T01g05230-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02673-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00477-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01941-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g03035-mRNA,27,28,40,43,60,20,34,25,39
CaT2T07g00504-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00299-mRNA,46,33,27,0,55,41,43,0,0
CaT2T01g00714-mRNA,37,50,42,102,82,45,68,73,72
CaT2T03g05087-mRNA,4,10,13,39,12,12,15,28,19
CaT2T07g02714-mRNA,95,101,76,216,197,217,216,107,108
CaT2T03g01143-mRNA,238,269,353,644,587,494,495,551,502
CaT2T01g00031-mRNA,94,76,82,104,90,145,82,70,70
CaT2T06g02567-mRNA,57,53,69,3,38,35,80,4,1
CaT2T01g05669-mRNA,130,164,162,238,222,232,227,137,207
CaT2T03g00671-mRNA,577,774,732,437,625,680,780,508,408
CaT2T06g00181-mRNA,44,56,44,38,45,61,40,48,44
CaT2T02g00204-mRNA,532,436,582,2106,1101,1004,831,2212,2102
CaT2T09g03089-mRNA,0,0,0,2,0,3,0,3,0
CaT2T09g01221-mRNA,275,301,394,587,641,484,457,456,462
CaT2T02g03055-mRNA,99,174,160,236,267,235,286,204,210
CaT2T07g01741-mRNA,298,368,401,545,585,465,489,395,483
CaT2T07g00743-mRNA,43,49,73,12,60,88,54,16,24
CaT2T06g02422-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g00467-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02049-mRNA,8,16,20,1686,19,18,10,1145,1120
CaT2T02g01902-mRNA,18,7,29,11,53,25,26,18,15
CaT2T11g01908-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00942-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04433-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00810-mRNA,240,282,274,344,321,318,378,285,295
CaT2T01g02506-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02881-mRNA,10,22,26,70,34,25,35,24,31
CaT2T11g00077-mRNA,41,63,61,294,197,124,96,177,233
CaT2T01g01416-mRNA,0,0,0,31,0,0,0,24,18
CaT2T03g04484-mRNA,159,140,156,181,148,210,192,171,147
CaT2T05g00546-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04604-mRNA,175,184,175,262,171,248,178,254,260
CaT2T03g00745-mRNA,42,48,32,151,86,62,94,135,84
CaT2T06g01766-mRNA,0,0,0,0,0,0,0,0,2
CaT2T02g02808-mRNA,3,0,0,11,0,3,0,0,0
CaT2T09g01353-mRNA,0,0,0,0,0,0,6,0,0
CaT2T10g00900-mRNA,9,9,6,13,10,15,5,0,10
CaT2T01g00783-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g03259-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04328-mRNA,13,14,23,0,15,23,18,0,0
CaT2T02g00812-mRNA,71,94,79,116,188,112,150,164,141
CaT2T10g00816-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g01517-mRNA,3,8,6,4,13,21,23,4,1
CaT2T01g04932-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g01282-mRNA,18,0,14,0,15,15,7,14,6
CaT2T07g00164-mRNA,0,41,12,23,50,27,30,26,21
CaT2T02g01954-mRNA,2005,2645,1753,1071,1661,2343,2076,884,740
CaT2T01g04999-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g00158-mRNA,36,36,50,96,56,78,76,87,63
CaT2T06g00163-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g00932-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g02889-mRNA,1,0,0,0,2,0,1,0,0
CaT2T08g01637-mRNA,5,9,8,36,5,7,13,19,9
CaT2T06g00851-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02185-mRNA,0,0,4,67,9,0,5,67,47
CaT2T10g03025-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01995-mRNA,22,37,67,53,56,33,68,26,29
CaT2T12g00264-mRNA,635,817,851,1083,744,824,671,914,784
CaT2T01g02972-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00063-mRNA,52,71,59,132,99,89,59,78,74
CaT2T11g00238-mRNA,155,164,195,113,289,334,288,155,160
CaT2T11g00402-mRNA,4,0,0,0,0,0,12,0,3
CaT2T08g00189-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01905-mRNA,24,32,31,31,63,79,68,12,25
CaT2T03g04948-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00388-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g02188-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g01332-mRNA,258,239,337,654,511,506,444,408,428
CaT2T06g03488-mRNA,1257,1430,1170,1550,2178,2358,2672,1433,1265
CaT2T07g02315-mRNA,0,0,0,0,0,2,0,0,0
CaT2T07g01421-mRNA,111,91,90,117,72,130,110,73,70
CaT2T04g02431-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g00581-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g02807-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g02223-mRNA,9,9,8,33,17,8,18,14,21
CaT2T05g01461-mRNA,0,0,9,0,0,7,5,0,0
CaT2T12g01654-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04906-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01318-mRNA,20,0,25,23,46,24,25,17,44
CaT2T09g01432-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00135-mRNA,0,0,0,8,2,1,0,3,0
CaT2T01g03956-mRNA,0,0,3,0,0,0,0,0,0
CaT2T08g00312-mRNA,266,202,185,190,180,257,252,190,195
CaT2T04g02642-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g01866-mRNA,63,94,148,343,113,106,116,259,207
CaT2T06g01563-mRNA,0,0,0,0,0,0,0,0,0
CaT2T03g04102-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g00675-mRNA,244,298,314,383,395,478,435,296,332
CaT2T07g03131-mRNA,7,0,9,0,13,11,3,0,5
CaT2T12g00555-mRNA,0,0,2,0,1,0,0,2,0
CaT2T01g01649-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g03653-mRNA,2,0,6,0,0,4,7,3,0
CaT2T09g03215-mRNA,224,286,341,401,520,462,437,360,391
CaT2T04g02818-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00742-mRNA,19,22,45,19,68,52,29,15,16
CaT2T10g00669-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g00754-mRNA,36,25,50,12,45,44,35,27,13
CaT2T09g01023-mRNA,26,40,56,90,48,83,45,94,95
CaT2T01g05404-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g02772-mRNA,17,11,8,12,14,12,20,13,5
CaT2T01g03356-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g01942-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00990-mRNA,0,0,2,0,3,10,3,0,0
CaT2T11g03271-mRNA,1,3,0,0,0,1,1,0,6
CaT2T02g02814-mRNA,14,6,0,15,0,2,13,0,18
CaT2T12g01336-mRNA,0,0,0,43,2,0,2,14,8
CaT2T12g02429-mRNA,22,24,37,37,63,58,59,35,45
CaT2T03g00074-mRNA,0,6,0,97,42,22,38,53,68
CaT2T03g04873-mRNA,607,481,723,1346,1166,1022,877,1211,1199
CaT2T09g00913-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g04064-mRNA,7,6,4,9,17,9,9,5,5
CaT2T09g02125-mRNA,0,0,0,0,0,0,0,0,0
CaT2T01g05296-mRNA,4,7,8,22,0,12,3,25,14
CaT2T08g02814-mRNA,73,52,67,247,97,96,97,224,224
CaT2T09g02396-mRNA,8,21,24,88,346,274,435,110,92
CaT2T03g04650-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00528-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g01222-mRNA,180,186,315,275,261,235,261,216,207
CaT2T03g04717-mRNA,0,0,0,0,0,0,0,0,0
CaT2T08g02268-mRNA,74,77,87,159,119,146,120,117,130
CaT2T07g03289-mRNA,289,339,303,446,470,470,470,342,268
CaT2T07g02340-mRNA,10,5,7,15,19,18,15,20,31
CaT2T01g03652-mRNA,380,358,483,904,669,636,503,541,570
CaT2T05g00729-mRNA,145,185,191,473,294,275,286,377,347
CaT2T08g02000-mRNA,203,183,232,335,317,260,227,202,175
CaT2T01g01469-mRNA,9,8,16,9,35,16,16,10,12
CaT2T02g02707-mRNA,48,62,45,60,49,58,75,64,67
CaT2T07g00841-mRNA,3919,5184,6449,2635,3868,4314,3552,2238,2250
CaT2T05g01717-mRNA,0,0,0,0,0,0,0,0,0
CaT2T06g01642-mRNA,5,3,5,0,4,2,6,0,0
CaT2T02g00920-mRNA,0,8,19,6,19,28,15,15,6
CaT2T03g02593-mRNA,7,5,3,0,3,2,2,0,4
CaT2T03g01289-mRNA,1,0,0,0,3,2,0,1,0
CaT2T02g01784-mRNA,17766,14443,16246,12226,9913,16982,12893,9758,9865
CaT2T11g01790-mRNA,191,271,229,769,378,336,331,599,585
CaT2T07g00445-mRNA,0,0,0,0,0,0,0,0,0
CaT2T12g00909-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g00412-mRNA,14,13,22,32,16,19,20,39,21
CaT2T08g01650-mRNA,77,64,83,272,115,128,101,265,250
CaT2T01g02958-mRNA,0,0,0,0,0,0,0,0,0
CaT2T05g00683-mRNA,0,0,0,0,0,0,0,0,0
CaT2T10g01904-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g00342-mRNA,157,211,168,81,80,156,109,101,94
CaT2T02g02950-mRNA,58,56,68,389,277,201,214,286,241
CaT2T07g03267-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00309-mRNA,0,0,0,0,0,0,0,0,5
CaT2T11g00484-mRNA,0,0,0,3,0,0,0,0,4
CaT2T04g02114-mRNA,0,0,0,0,0,0,0,0,0
CaT2T11g01467-mRNA,0,0,121,114,157,0,196,105,98
CaT2T08g03217-mRNA,50,101,122,316,313,193,189,233,220
CaT2T03g00769-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02061-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g02846-mRNA,154,190,247,359,394,340,302,258,252
CaT2T03g04132-mRNA,0,0,0,0,0,0,0,0,0
CaT2T09g00309-mRNA,0,0,7,0,7,0,3,1,0
CaT2T02g00090-mRNA,0,0,0,31,0,0,0,20,40
CaT2T05g00737-mRNA,2,0,0,0,0,0,0,0,0
CaT2T04g02687-mRNA,6,0,0,10,0,0,10,0,7
CaT2T01g00980-mRNA,26,25,28,131,38,34,32,70,64
CaT2T08g02241-mRNA,363,354,546,1098,1599,1489,1364,2265,2308
CaT2T10g02014-mRNA,0,0,0,0,0,0,0,0,0
CaT2T07g02273-mRNA,0,0,0,414,22,11,23,425,384
CaT2T03g00893-mRNA,85,71,95,169,145,168,142,154,121
CaT2T01g01734-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g00437-mRNA,0,0,0,0,0,0,0,0,0
CaT2T02g04205-mRNA,5,0,0,12,2,3,17,9,17
CaT2T03g04130-mRNA,3,0,3,0,0,0,0,0,0
CaT2T10g00820-mRNA,0,0,0,0,0,0,0,0,0
CaT2T04g00220-mRNA,5,3,10,10,3,6,3,0,3
CaT2T05g03247-mRNA,0,10,18,16,14,13,11,25,14
CaT2T02g02743-mRNA,56,98,74,284,158,121,159,181,138
