transcript_id,SRR24630893,SRR24630894,SRR24630896,SRR24630912,SRR24630913,SRR24630914,SRR24630931,SRR24630932,SRR24630933,SRR24630947,SRR24630948,SRR24630949,SRR24630967,SRR24630968,SRR24630969,SRR24630977,SRR24630978,SRR24630979,SRR25031738,SRR25031739,SRR25031740
CaT2T01g06026-mRNA,911,761,680,507,601,985,3722,2341,3319,364,412,388,85,117,92,2811,3915,2703,75,72,107
CaT2T09g01291-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00961-mRNA,610,541,499,768,1082,855,2925,1655,2528,875,849,805,3044,3111,2709,2429,2454,1875,56,71,78
CaT2T09g02123-mRNA,62,109,82,22,27,41,407,363,533,48,56,59,56,55,70,348,566,418,14,24,19
CaT2T04g00518-mRNA,39,52,41,17,52,48,209,153,228,24,32,49,0,0,0,185,217,205,0,0,7
CaT2T05g01336-mRNA,9,0,14,7,0,12,131,82,120,0,15,21,20,29,34,79,86,103,0,0,0
CaT2T07g00206-mRNA,504,358,411,384,419,541,1524,1145,1339,237,221,216,721,785,651,1018,1361,1009,18,22,26
CaT2T06g00156-mRNA,298,176,157,190,253,211,1046,606,842,232,260,242,204,199,205,602,967,654,25,21,29
CaT2T06g03559-mRNA,411,773,885,193,109,222,2560,2234,3843,471,478,410,340,331,282,2674,4003,2442,117,152,156
CaT2T05g01260-mRNA,308,238,250,878,1269,534,1296,467,999,321,321,265,1846,1967,1572,927,974,713,3,9,4
CaT2T01g01427-mRNA,189,135,120,88,167,171,870,569,847,122,114,87,171,181,157,767,904,652,9,14,23
CaT2T05g03213-mRNA,62,39,51,90,93,72,376,191,313,66,55,57,120,120,99,302,285,279,0,6,21
CaT2T01g00669-mRNA,2,9,0,11,8,4,56,26,88,10,3,10,13,21,30,37,71,51,0,3,0
CaT2T03g00030-mRNA,0,0,3,0,0,0,8,0,0,5,0,0,0,0,4,4,1,7,0,0,0
CaT2T03g05158-mRNA,7260,7106,7040,10269,10158,9866,22078,12102,16494,10588,11284,10298,17660,19176,16836,17310,19673,15470,259,252,252
CaT2T08g01379-mRNA,0,3,0,19,10,8,5,7,7,3,0,0,69,64,69,7,9,21,0,0,0
CaT2T04g02015-mRNA,25,27,15,22,29,31,76,28,59,16,18,16,23,44,34,50,62,62,0,0,0
CaT2T10g02998-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03273-mRNA,188,199,174,225,177,144,134,94,136,51,62,44,49,43,26,49,104,132,14,0,11
CaT2T10g02565-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00724-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04930-mRNA,100,114,63,134,116,164,220,137,184,163,170,139,224,243,223,121,185,122,21,0,32
CaT2T03g04220-mRNA,16,17,4,10,10,6,51,17,63,15,6,16,7,12,7,53,82,72,3,5,6
CaT2T05g02042-mRNA,69,92,79,100,190,142,856,409,744,162,168,148,589,605,512,707,798,481,12,18,15
CaT2T09g01642-mRNA,38,74,68,27,20,28,569,488,607,70,47,77,6,10,13,635,875,676,10,14,5
CaT2T05g00310-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02054-mRNA,229,370,270,107,135,286,2313,1478,2132,221,235,277,61,77,47,1794,2616,1764,27,33,30
CaT2T01g04559-mRNA,577,623,668,294,579,627,4936,2893,4131,715,743,678,1155,1178,1044,4029,4648,3676,47,57,47
CaT2T07g00921-mRNA,85,100,96,131,105,110,626,366,647,114,105,100,104,131,117,329,448,410,19,19,21
CaT2T09g00192-mRNA,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0
CaT2T04g02810-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g00947-mRNA,3,0,0,0,0,3,0,11,7,0,0,0,3,0,0,17,10,4,0,0,0
CaT2T02g00234-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g03045-mRNA,77,71,60,20,47,21,751,483,807,34,61,47,9,18,10,605,859,567,3,7,0
CaT2T06g00281-mRNA,18,0,3,134,133,46,3,5,0,16,18,19,72,52,53,15,0,9,0,0,0
CaT2T01g02952-mRNA,0,0,0,0,0,0,5,0,2,0,3,4,0,0,0,0,0,0,0,0,0
CaT2T06g02030-mRNA,11,7,4,8,15,7,45,28,54,0,8,0,3,0,0,43,68,44,0,0,2
CaT2T12g01725-mRNA,0,29,27,23,31,33,118,48,105,26,32,12,50,44,55,102,130,84,0,0,0
CaT2T01g03416-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CaT2T02g00042-mRNA,118,108,99,28,32,38,803,657,831,49,35,49,18,11,14,659,878,608,19,17,15
CaT2T11g03303-mRNA,21,18,5,16,8,24,215,88,185,5,9,0,5,6,9,149,155,133,3,0,6
CaT2T07g03261-mRNA,12,12,13,15,28,23,46,13,24,10,12,17,0,5,7,17,38,35,2,2,1
CaT2T03g04903-mRNA,340,449,461,213,265,308,2912,2158,3117,287,275,205,255,249,218,2536,3351,2674,63,72,91
CaT2T05g01433-mRNA,44,34,36,34,28,53,258,139,242,35,39,48,81,82,66,134,177,168,0,0,16
CaT2T01g04754-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02198-mRNA,126,85,76,229,401,181,597,386,521,86,93,82,933,910,767,510,497,424,4,0,3
CaT2T04g02414-mRNA,514,433,429,514,519,464,2774,1824,2528,598,641,526,843,929,834,1960,2531,2053,86,81,61
CaT2T03g04252-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g01643-mRNA,145,106,126,103,156,135,879,505,817,136,140,120,107,104,131,678,878,595,0,11,9
CaT2T11g01717-mRNA,0,16,9,8,18,18,44,56,40,19,0,7,46,48,50,55,37,29,0,0,0
CaT2T03g03269-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g00112-mRNA,320,104,46,309,335,234,1288,570,1127,714,650,701,404,394,311,759,928,677,25,40,12
CaT2T06g01868-mRNA,6,7,0,0,6,6,10,6,7,0,3,4,0,0,0,0,0,9,0,0,0
CaT2T03g00764-mRNA,0,20,30,7,0,7,111,122,126,15,32,17,14,10,13,153,163,130,6,0,0
CaT2T10g02690-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0
CaT2T09g00529-mRNA,0,0,0,0,6,4,15,0,0,12,12,13,16,0,22,0,13,17,0,0,9
CaT2T07g02322-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g02795-mRNA,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g02018-mRNA,41,47,32,12,33,36,645,480,672,68,61,62,68,83,58,537,656,488,9,0,22
CaT2T03g04876-mRNA,3,0,3,0,0,0,14,0,4,0,0,0,0,0,0,12,8,0,0,0,0
CaT2T01g02859-mRNA,247,242,218,257,242,288,1808,1174,1640,397,448,370,314,350,342,1104,1535,1488,41,47,46
CaT2T01g03461-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g02499-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00557-mRNA,98,83,50,91,100,88,514,302,399,73,112,101,125,112,150,280,420,282,0,0,14
CaT2T11g00528-mRNA,0,0,0,24,37,0,4,4,0,0,0,0,20,42,38,0,0,0,0,0,0
CaT2T07g00154-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g00596-mRNA,85,78,60,325,437,223,362,196,276,94,65,54,979,970,899,312,290,199,9,12,5
CaT2T08g02104-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01171-mRNA,0,0,0,0,0,0,11,16,12,0,0,0,0,10,4,15,6,18,0,0,0
CaT2T05g00183-mRNA,0,2,4,0,3,2,15,11,19,0,0,0,0,0,0,17,20,20,0,0,0
CaT2T02g01117-mRNA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01254-mRNA,7,11,11,0,5,15,11,4,13,0,0,0,16,10,11,6,14,7,0,0,0
CaT2T12g01325-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00625-mRNA,3,0,0,0,0,0,4,0,7,0,0,0,25,25,30,0,0,0,0,0,0
CaT2T12g00451-mRNA,344,334,353,210,248,257,3094,2124,2796,486,579,510,143,156,147,2326,2890,2280,32,34,56
CaT2T07g02685-mRNA,23,19,12,63,67,47,52,16,45,16,37,0,0,22,19,69,45,39,0,0,4
CaT2T02g03578-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g04421-mRNA,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,3,0,0,0
CaT2T05g00712-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03456-mRNA,75,74,74,45,101,128,267,145,274,22,23,27,48,85,60,220,275,234,5,3,4
CaT2T07g00761-mRNA,159,100,78,73,179,81,336,357,534,31,43,20,5,10,0,312,511,374,0,0,3
CaT2T04g02183-mRNA,0,0,3,0,0,6,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0
CaT2T06g00987-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g00813-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02517-mRNA,0,0,0,0,0,0,0,0,0,43,79,51,81,80,60,0,0,0,0,0,7
CaT2T01g00564-mRNA,0,0,0,0,0,0,10,9,8,12,11,14,4,0,0,0,14,16,6,0,0
CaT2T08g02726-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g02376-mRNA,0,0,0,88,62,17,87,24,33,15,10,11,2202,2230,1907,0,0,0,0,0,0
CaT2T01g05434-mRNA,0,0,0,0,4,0,29,33,8,0,7,0,0,0,8,32,49,43,0,3,0
CaT2T02g03183-mRNA,77,66,63,79,106,115,857,673,714,112,86,78,193,230,201,644,784,566,15,16,0
CaT2T01g04066-mRNA,108,114,82,87,91,116,992,521,751,86,83,140,162,139,97,698,823,604,12,16,12
CaT2T09g00976-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g01899-mRNA,197,169,212,478,619,510,612,307,507,114,163,139,1754,1777,1614,536,430,307,5,11,9
CaT2T07g00276-mRNA,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g01580-mRNA,112,107,96,217,252,199,857,392,684,102,149,116,140,190,154,600,733,458,0,0,7
CaT2T03g00908-mRNA,34,42,48,46,51,33,414,228,377,56,43,51,15,16,22,290,469,281,14,11,0
CaT2T01g00616-mRNA,193,122,103,258,286,205,815,524,629,308,264,250,694,682,523,661,868,603,11,9,22
CaT2T07g00316-mRNA,248,140,155,318,374,366,879,466,708,250,243,232,1106,1126,1044,660,776,575,17,15,19
CaT2T03g01322-mRNA,267,210,290,282,377,322,2118,1322,1725,332,339,324,385,378,317,1529,1859,1429,27,33,29
CaT2T05g01119-mRNA,17,15,17,28,56,37,47,28,43,22,20,7,153,189,167,29,42,49,9,0,5
CaT2T01g02202-mRNA,66,50,43,49,56,60,724,381,654,66,64,62,101,94,93,455,471,518,8,14,14
CaT2T09g01545-mRNA,207,229,176,214,267,232,1179,588,987,216,232,184,296,297,262,1019,1082,846,29,37,33
CaT2T01g06059-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01610-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CaT2T02g04161-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CaT2T04g02107-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02709-mRNA,15,15,7,45,54,37,155,115,148,18,23,15,49,52,59,86,131,105,4,0,1
CaT2T03g01592-mRNA,7,6,12,3,12,0,49,24,28,7,4,0,7,0,0,23,55,23,0,0,0
CaT2T11g01753-mRNA,34,23,25,54,86,41,318,232,337,24,21,36,267,379,301,320,262,255,3,7,7
CaT2T05g01299-mRNA,22,9,13,14,15,7,217,160,226,4,5,2,0,9,7,206,285,142,0,0,0
CaT2T06g00612-mRNA,312,309,327,233,359,342,1196,825,1420,560,587,541,881,1017,733,1132,1247,1065,36,31,33
CaT2T02g02318-mRNA,11,11,12,15,13,18,101,41,80,19,17,17,11,5,15,81,75,30,0,0,0
CaT2T10g00859-mRNA,61,60,59,113,98,93,382,279,316,58,103,84,140,110,116,314,437,338,6,6,6
CaT2T07g02378-mRNA,6,0,0,4,6,4,0,0,0,0,0,0,5,10,12,0,0,0,0,0,0
CaT2T08g02956-mRNA,0,27,12,0,12,27,73,19,75,9,22,0,14,12,9,58,42,36,4,0,0
CaT2T10g02146-mRNA,9,10,5,2,4,0,86,28,46,0,0,0,0,0,0,59,53,37,0,0,0
CaT2T03g05080-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00600-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01956-mRNA,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,13,4,0,0,0
CaT2T02g02429-mRNA,17,41,38,30,24,31,121,54,115,35,31,37,38,57,50,84,109,79,0,0,3
CaT2T09g02137-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01455-mRNA,714,844,606,524,739,868,2554,1786,2485,629,517,601,642,483,502,1730,2201,1968,110,126,135
CaT2T06g01835-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g00379-mRNA,0,3,3,0,0,8,28,21,16,1,7,5,2,3,0,20,41,16,3,0,0
CaT2T07g00915-mRNA,0,0,0,3,0,3,3,1,0,0,0,1,0,0,0,3,3,4,0,0,0
CaT2T09g02933-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02388-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03597-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02632-mRNA,3,5,3,6,7,0,39,15,20,0,0,4,3,0,0,15,45,19,0,0,0
CaT2T09g02634-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g01867-mRNA,0,0,3,2,0,0,69,27,81,7,6,5,1,0,3,55,53,44,0,0,0
CaT2T05g01107-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CaT2T07g02911-mRNA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CaT2T10g00247-mRNA,10,9,6,2,0,11,33,25,5,12,7,3,0,0,0,18,20,12,5,12,5
CaT2T03g00921-mRNA,0,0,10,0,6,3,0,3,0,5,0,0,12,3,0,12,9,0,0,0,0
CaT2T09g02230-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02920-mRNA,68,81,120,125,231,62,2482,1954,2419,85,103,107,4385,4425,4175,2116,1826,1319,11,9,6
CaT2T08g02521-mRNA,45,50,31,54,49,79,373,281,326,55,47,40,104,106,107,324,376,291,11,10,9
CaT2T11g02036-mRNA,79,66,111,77,111,72,555,263,432,105,113,97,179,216,157,357,516,367,7,11,19
CaT2T04g01806-mRNA,162,64,43,709,880,334,40,18,42,31,20,47,252,223,152,15,34,18,7,5,3
CaT2T05g00456-mRNA,597,581,553,839,1275,1124,3204,1692,2606,425,447,301,1371,1331,1230,2394,2592,1962,33,38,30
CaT2T04g01243-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,2,5,15,0,0,0,0,0,0
CaT2T03g00343-mRNA,264,288,260,205,245,325,1631,778,1383,398,317,268,733,840,737,1203,1288,978,17,18,8
CaT2T11g03473-mRNA,200,143,161,186,199,160,1397,606,965,312,332,294,604,638,667,700,926,612,26,19,23
CaT2T01g04145-mRNA,0,0,0,4,0,2,0,0,0,0,0,0,12,11,7,0,0,0,0,0,0
CaT2T11g03427-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
CaT2T12g03772-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g02248-mRNA,1191,1251,1134,1159,685,900,6898,2310,5092,1371,1328,1444,1027,1128,955,6078,5431,4248,66,58,88
CaT2T12g02266-mRNA,31,24,25,10,52,41,161,109,165,24,61,28,16,34,12,111,135,172,0,7,9
CaT2T01g02487-mRNA,370,320,316,416,883,623,1396,847,1212,289,268,280,1120,1210,1130,1100,1224,1041,12,17,7
CaT2T05g03193-mRNA,127,79,66,150,125,118,663,364,594,101,142,105,173,258,223,425,591,372,6,31,12
CaT2T11g00209-mRNA,26,32,11,13,12,7,118,42,53,16,21,26,5,9,4,65,102,67,2,3,2
CaT2T10g02195-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g03170-mRNA,511,395,435,680,677,535,2721,1839,2546,509,530,499,669,682,543,2147,2516,2176,76,58,94
CaT2T01g00516-mRNA,53,104,59,70,69,89,866,572,736,153,120,86,134,154,108,575,724,481,6,9,5
CaT2T01g03742-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01912-mRNA,1213,910,880,1110,791,1419,2159,2100,2151,401,375,411,1454,1401,1223,1945,1623,1299,23,22,22
CaT2T06g02917-mRNA,15,12,5,11,16,6,96,56,104,14,35,13,20,26,13,47,65,68,0,0,0
CaT2T11g00420-mRNA,0,0,0,0,7,0,0,0,0,0,3,0,25,16,21,0,0,0,0,0,0
CaT2T03g01754-mRNA,18,13,29,8,4,34,66,234,154,3,8,10,70,95,82,124,43,37,2,0,0
CaT2T06g00574-mRNA,70,63,89,15,21,38,505,292,601,66,53,43,7,12,7,451,591,426,12,18,15
CaT2T12g01502-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T12g03756-mRNA,27,34,19,48,69,50,1050,666,989,78,67,58,128,88,88,695,931,571,9,5,10
CaT2T03g01306-mRNA,91,53,66,89,84,63,517,315,513,79,74,111,40,86,73,473,592,393,11,15,16
CaT2T08g02654-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g03702-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T08g00454-mRNA,7,9,18,6,3,4,44,20,34,10,16,7,25,29,8,20,30,8,0,0,0
CaT2T02g03999-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g02947-mRNA,171,148,91,98,103,142,907,529,925,167,174,152,45,49,52,608,964,769,22,29,18
CaT2T01g01662-mRNA,214,238,256,238,181,238,1707,1269,1769,308,229,242,172,188,155,1391,1881,1367,51,43,50
CaT2T01g00705-mRNA,2,0,4,3,3,3,15,6,3,4,0,3,10,4,4,20,15,12,0,0,0
CaT2T10g02003-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g03469-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T01g01727-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01499-mRNA,0,0,0,6,0,0,10,7,0,3,0,0,0,5,0,5,17,3,0,0,0
CaT2T03g04966-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g00711-mRNA,5,5,6,0,0,10,68,62,66,10,5,0,0,4,0,55,97,73,0,0,0
CaT2T05g03440-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00540-mRNA,101,64,86,113,130,116,627,385,607,167,160,157,122,121,130,401,509,395,6,0,12
CaT2T08g01973-mRNA,71,103,108,50,56,87,458,239,392,91,98,115,166,189,154,335,457,316,0,13,12
CaT2T05g01990-mRNA,419,413,369,654,889,735,2191,1088,1875,657,599,595,1682,1775,1617,1251,1667,1522,51,68,65
CaT2T11g02391-mRNA,65,76,79,71,64,72,535,406,630,71,103,67,150,144,121,437,545,479,13,23,26
CaT2T07g00840-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g01388-mRNA,426,373,276,403,462,355,2938,1993,2547,312,309,291,432,455,419,2369,2843,2179,49,38,28
CaT2T05g00690-mRNA,4,17,26,3,13,10,80,75,72,15,15,16,24,22,16,101,86,64,0,4,0
CaT2T03g00228-mRNA,29,39,25,15,21,20,274,198,207,25,30,40,24,17,24,186,220,124,5,0,6
CaT2T10g02835-mRNA,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,4,7,7,0,0,0
CaT2T03g04049-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00960-mRNA,91,102,112,153,199,162,1119,681,1035,172,161,165,1139,1142,1016,772,1119,714,11,17,19
CaT2T12g01841-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T07g01965-mRNA,47,115,82,7,32,31,122,123,182,53,34,50,12,6,17,109,200,119,3,8,14
CaT2T06g02889-mRNA,253,251,199,213,271,258,1619,912,1213,273,326,319,613,744,583,1063,1206,978,33,46,26
CaT2T01g00146-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g03082-mRNA,160,121,129,191,153,148,772,476,763,134,191,116,305,290,221,635,940,602,18,14,17
CaT2T11g02011-mRNA,9,21,8,15,9,20,283,168,299,37,26,16,43,29,21,219,281,132,10,6,9
CaT2T01g02452-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00054-mRNA,168,117,146,138,164,133,1830,1060,1676,119,132,146,133,128,119,1666,1884,1451,34,29,29
CaT2T08g00357-mRNA,83,94,90,31,56,58,282,156,256,22,29,22,11,11,6,290,311,194,3,4,0
CaT2T02g01875-mRNA,801,746,827,967,1249,903,4660,2749,4299,773,942,891,3961,3956,3608,3906,4114,3338,52,44,62
CaT2T05g01503-mRNA,19,28,29,13,31,29,167,104,214,42,27,22,14,23,24,169,224,97,0,7,0
CaT2T03g02832-mRNA,167,273,271,131,164,143,1265,991,1296,197,257,224,158,159,155,1246,1473,856,10,15,17
CaT2T08g03163-mRNA,205,266,234,140,152,183,2193,1194,1877,242,302,298,263,207,217,1693,1852,1487,49,55,29
CaT2T11g02454-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T05g00306-mRNA,0,0,0,0,3,0,0,0,0,2,7,2,0,2,2,0,2,0,0,0,0
CaT2T01g01003-mRNA,280,286,191,314,246,358,1407,705,1103,290,287,308,170,234,179,988,1376,1031,21,21,26
CaT2T09g01086-mRNA,10,12,7,15,0,14,107,78,86,11,13,13,0,5,3,79,108,76,0,0,3
CaT2T06g01353-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T03g01249-mRNA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g02248-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g02633-mRNA,60,8,0,86,199,84,16,0,11,30,35,23,119,55,88,12,11,9,3,0,6
CaT2T02g00750-mRNA,0,0,0,0,0,0,0,33,0,69,63,57,30,42,31,0,5,0,0,0,0
CaT2T07g00421-mRNA,0,0,0,0,0,2,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0
CaT2T01g04049-mRNA,133,214,190,77,126,134,1319,969,1273,140,162,171,98,155,110,1086,1491,1139,23,41,25
CaT2T09g01352-mRNA,478,386,283,620,1104,658,2026,1188,1855,453,415,415,4244,4555,3958,1751,1949,1545,0,32,18
CaT2T04g00119-mRNA,211,193,161,753,892,710,704,379,583,151,171,82,2557,2634,2360,559,439,292,0,0,0
CaT2T12g01783-mRNA,515,470,472,826,851,650,3639,2159,3024,713,765,687,1153,1193,1052,2830,3242,2595,77,76,147
CaT2T03g02835-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T11g00441-mRNA,3,3,0,173,343,21,0,0,0,0,0,3,156,131,130,0,0,0,0,3,5
CaT2T10g00460-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T09g01649-mRNA,80,112,142,125,108,129,945,649,888,80,78,61,113,116,116,906,998,729,17,17,26
CaT2T05g01442-mRNA,11,30,19,7,15,12,96,39,57,9,0,10,4,12,6,70,64,37,3,0,0
CaT2T02g00840-mRNA,273,291,307,169,156,315,2926,1863,2553,261,277,239,169,151,117,2398,2592,2026,53,36,59
CaT2T11g00223-mRNA,50,51,59,102,104,56,395,244,413,55,74,83,93,81,108,299,402,368,11,26,0
CaT2T04g02742-mRNA,17,17,15,47,23,17,69,44,87,35,37,54,42,70,54,24,41,54,6,0,5
CaT2T09g01428-mRNA,6,7,13,0,10,0,99,51,74,10,10,10,2,17,10,47,82,41,0,0,0
CaT2T06g01858-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T04g02558-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T10g00736-mRNA,17,18,14,7,0,13,73,62,57,7,13,21,28,24,15,72,84,42,0,0,0
CaT2T11g01581-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T02g01067-mRNA,284,228,304,253,300,304,1524,900,1384,415,354,370,642,583,568,959,1210,844,46,35,62
CaT2T06g01906-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaT2T06g02068-mRNA,77,100,79,72,85,81,708,294,518,131,155,133,68,68,50,461,594,464,17,15,11
CaT2T02g02714-mRNA,26,4,6,11,20,38,57,30,36,5,4,10,216,177,201,44,51,63,2,0,3
CaT2T03g02353-mRNA,897,834,640,1008,1100,1189,5114,3047,5106,812,895,817,956,911,900,4429,5140,3663,143,103,157
CaT2T06g02975-mRNA,885,666,562,1343,1666,1202,6018,3399,5079,946,1106,990,2161,2354,2063,5225,5420,3676,45,53,54
CaT2T12g00399-mRNA,3111,3322,3445,3884,3856,4531,18919,10302,15500,4330,4127,4221,5335,5315,4747,10599,13881,12953,465,364,442
CaT2T02g02031-mRNA,2861,1023,768,2980,4093,2862,667,240,514,1238,1163,1084,459,467,410,494,770,642,81,68,68
